Symbol,Name,Country,IPO Year,Sector,Industry
SMAP,SportsMap Tech Acquisition Corp. Common Stock,United States,2021,Finance,Blank Checks
SMAPW,SportsMap Tech Acquisition Corp. Warrants,United States,2021,Finance,Blank Checks
SMAR,Smartsheet Inc. Class A Common Stock,United States,2018,Technology,EDP Services
SMCI,Super Micro Computer Inc. Common Stock,United States,2020,Technology,Computer Manufacturing
SMFL,Smart for Life Inc. Common Stock ,United States,2022,Health Care, Medicinal Chemicals and Botanical Products 
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States,1992,Industrials,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,United States,2017,Consumer Discretionary,Marine Transportation
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,United States,2012,Utilities,Natural Gas Distribution
SMMT,Summit Therapeutics Inc. Common Stock ,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
SMR,NuScale Power Corporation Class A Common Stock,United States,2022,Industrials,Electrical Products
SMSI,Smith Micro Software Inc. Common Stock,United States,1995,Technology,Computer Software: Prepackaged Software
SNAL,Snail Inc. Class A Common Stock,United States,2022,Technology,Computer Software: Prepackaged Software
SNAP,Snap Inc. Class A Common Stock,United States,2017,Technology,Computer Software: Programming Data Processing
SNAX,Stryve Foods Inc. Class A Common Stock,United States,2019,Consumer Staples,Packaged Foods
SNAXW,Stryve Foods Inc. Warrant,United States,2019,Consumer Staples,Packaged Foods
SNCE,Science 37 Holdings Inc. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
SNCR,Synchronoss Technologies Inc. Common Stock,United States,2018,Technology,EDP Services
SNCY,Sun Country Airlines Holdings Inc. Common Stock,United States,2021,Consumer Discretionary,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,United States,2016,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDR,Schneider National Inc. Common Stock,United States,2017,Industrials,Trucking Freight/Courier Services
SNDX,Syndax Pharmaceuticals Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
SNES,SenesTech Inc. Common Stock,United States,2016,Industrials,Agricultural Chemicals
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,United States,2007,Health Care,Biotechnology: Pharmaceutical Preparations
SNOW,Snowflake Inc. Class A Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
SNPO,Snap One Holdings Corp. Common Stock,United States,2021,Consumer Discretionary,Electronics Distribution
SNPS,Synopsys Inc. Common Stock,United States,1992,Technology,Computer Software: Prepackaged Software
SNSE,Sensei Biotherapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
SNTI,Senti Biosciences Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
SNX,TD SYNNEX Corporation Common Stock,United States,2003,Technology,Retail: Computer Software & Peripheral Equipment
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,United States,2017,Industrials,Metal Fabrications
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,United States,2017,Utilities,Power Generation
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,United States,2020,Utilities,Power Generation
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,United States,2020,Basic Materials,Metal Mining
SOND,Sonder Holdings Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Hotels/Resorts
SONDW,Sonder Holdings Inc. Warrants,United States,2021,Consumer Discretionary,Hotels/Resorts
SONM,Sonim Technologies Inc. Common Stock,United States,2019,Utilities,Telecommunications Equipment
SONO,Sonos Inc. Common Stock,United States,2018,Consumer Staples,Consumer Electronics/Appliances
SOPA,Society Pass Incorporated Common Stock,United States,2021,Technology,EDP Services
SOUNW,SoundHound AI Inc. Warrant,United States,2021,Technology,EDP Services
SOVO,Sovos Brands Inc. Common Stock,United States,2021,Consumer Staples,Packaged Foods
SP,SP Plus Corporation Common Stock,United States,2004,Consumer Discretionary,Rental/Leasing Companies
SPCE,Virgin Galactic Holdings Inc. Common Stock,United States,2017,Consumer Discretionary,Transportation Services
SPFI,South Plains Financial Inc. Common Stock,United States,2019,Finance,Major Banks
SPGC,Sacks Parente Golf Inc. Common Stock,United States,2023,,
SPH,Suburban Propane Partners L.P. Common Stock,United States,1996,Consumer Discretionary,Other Specialty Stores
SPHR,Sphere Entertainment Co. Class A Common Stock,United States,2020,Consumer Discretionary,Movies/Entertainment
SPLK,Splunk Inc. Common Stock,United States,2012,Technology,Computer Software: Prepackaged Software
SPR,Spirit Aerosystems Holdings Inc. Common Stock,United States,2006,Industrials,Military/Government/Technical
SPRB,Spruce Biosciences Inc. Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
SPRO,Spero Therapeutics Inc. Common Stock,United States,2017,Health Care,Biotechnology: Pharmaceutical Preparations
SPRU,Spruce Power Holding Corporation Class A Common Stock,United States,2019,Consumer Discretionary,Auto Parts:O.E.M.
SPRY,ARS Pharmaceuticals Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,United States,2010,Technology,EDP Services
SPT,Sprout Social Inc Class A Common Stock,United States,2019,Technology,Computer Software: Prepackaged Software
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,United States,2014,Consumer Discretionary,Other Specialty Stores
SPWR,SunPower Corporation Common Stock,United States,2005,Technology,Semiconductors
SQ,Block Inc. Class A Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
SQFT,Presidio Property Trust Inc. Class A Common Stock,United States,2020,Real Estate,Real Estate Investment Trusts
SQL,SeqLL Inc. Common stock,United States,2021,Health Care,Medical Specialities
SQLLW,SeqLL Inc. Warrant,United States,2021,Health Care,Medical Specialities
SQSP,Squarespace Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
SRC,Spirit Realty Capital Inc. Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
SRCL,Stericycle Inc. Common Stock,United States,1996,Industrials,Environmental Services
SRDX,Surmodics Inc. Common Stock,United States,1998,Health Care,Medical/Dental Instruments
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,United States,2019,Utilities,Natural Gas Distribution
SRG,Seritage Growth Properties Class A Common Stock,United States,2015,Real Estate,Real Estate Investment Trusts
SRI,Stoneridge Inc. Common Stock,United States,1997,Consumer Discretionary,Auto Parts:O.E.M.
SRM,SRM Entertainment Inc. Common Stock,United States,2023,,
SRRK,Scholar Rock Holding Corporation Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
SRT,StarTek Inc. Common Stock,United States,1997,Consumer Discretionary,Professional Services
SRTS,Sensus Healthcare Inc. Common Stock,United States,2016,Health Care,Medical/Dental Instruments
SSBI,Summit State Bank Common Stock,United States,2006,Finance,Major Banks
SSBK,Southern States Bancshares Inc. Common Stock,United States,2021,Finance,Commercial Banks
SSIC,Silver Spike Investment Corp. Common Stock,United States,2022,Health Care, Medicinal Chemicals and Botanical Products 
SSKN,Strata Skin Sciences Inc. Common Stock,United States,2005,Health Care,Medical/Dental Instruments
SSNC,SS&C Technologies Holdings Inc. Common Stock,United States,2010,Technology,EDP Services
SSSS,SuRo Capital Corp. Common Stock,United States,2011,Finance,Finance: Consumer Services
SST,System1 Inc. Class A Common Stock,United States,2020,Consumer Discretionary,Diversified Commercial Services
SSTI,SoundThinking Inc. Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
SSTK,Shutterstock Inc. Common Stock,United States,2012,Technology,EDP Services
SSY,SunLink Health Systems Inc. Common Stock,United States,1996,Health Care,Hospital/Nursing Management
SSYS,Stratasys Ltd. Ordinary Shares (Israel),United States,1994,Technology,Computer peripheral equipment
STAG,Stag Industrial Inc. Common Stock,United States,2011,Real Estate,Real Estate Investment Trusts
STEM,Stem Inc. Class A Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
STEP,StepStone Group Inc. Class A Common Stock,United States,2020,Finance,Finance/Investors Services
STER,Sterling Check Corp. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
STIM,Neuronetics Inc. Common Stock,United States,2018,Health Care,Medical/Dental Instruments
STK,Columbia Seligman Premium Technology Growth Fund Inc,United States,2009,Finance,Investment Managers
STLD,Steel Dynamics Inc.,United States,1996,Industrials,Steel/Iron Ore
STOK,Stoke Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
STR,Sitio Royalties Corp. Class A Common Stock,United States,2022,Energy,Oil & Gas Production
STRA,Strategic Education Inc. Common Stock,United States,1996,Consumer Discretionary,Educational Services
STRO,Sutro Biopharma Inc. Common Stock,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings Inc. Common Stock,United States,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STSS,Sharps Technology Inc. Common Stock,United States,2022,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,United States,2022,Finance,Investment Bankers/Brokers/Service
STTK,Shattuck Labs Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,2009,Real Estate,Real Estate Investment Trusts
SUI,Sun Communities Inc. Common Stock,United States,1993,Real Estate,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,United States,2015,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,United States,2012,Energy,Integrated oil Companies
SUNL,Sunlight Financial Holdings Inc. Class A Common Stock,United States,2021,Finance,Diversified Financial Services
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,2012,Health Care,Biotechnology: Pharmaceutical Preparations
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,United States,2022,Finance,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,United States,2022,,
SVIIU,Spring Valley Acquisition Corp. II Unit,United States,2022,Finance,Blank Checks
SVT,Servotronics Inc. Common Stock,United States,1970,Consumer Discretionary,Industrial Machinery/Components
SWAG,Stran & Company Inc. Common Stock,United States,2021,Consumer Discretionary,Advertising
SWAV,ShockWave Medical Inc. Common Stock,United States,2019,Health Care,Medical/Dental Instruments
SWI,SolarWinds Corporation Common Stock,United States,2018,Technology,Computer Software: Prepackaged Software
SWIM,Latham Group Inc. Common Stock,United States,2021,Industrials,Plastic Products
SWSS,Clean Energy Special Situations Corp. Common stock,United States,2021,Finance,Blank Checks
SWSSW,Clean Energy Special Situations Corp. Warrant,United States,2021,Finance,Blank Checks
SWTX,SpringWorks Therapeutics Inc. Common Stock,United States,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SXC,SunCoke Energy Inc. Common Stock,United States,2011,Industrials,Steel/Iron Ore
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,United States,2023,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,United States,2023,Health Care,Biotechnology: Pharmaceutical Preparations
SYBX,Synlogic Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,United States,2014,Finance,Finance: Consumer Services
SYM,Symbotic Inc. Class A Common Stock,United States,2021,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,2002,Technology,Computer peripheral equipment
SYNH,Syneos Health Inc. Class A Common Stock,United States,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYRS,Syros Pharmaceuticals Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
SZZL,Sizzle Acquisition Corp. Common stock,United States,2022,Finance,Blank Checks
SZZLU,Sizzle Acquisition Corp. Unit,United States,2021,Finance,Blank Checks
SZZLW,Sizzle Acquisition Corp. Warrant,United States,2022,Finance,Blank Checks
TACT,TransAct Technologies Incorporated Common Stock,United States,1996,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,United States,1995,Technology,Electronic Components
TALK,Talkspace Inc. Common Stock,United States,2020,Health Care,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,United States,2020,Health Care,Medical/Nursing Services
TALO,Talos Energy Inc. Common Stock,United States,2018,Energy,Oil & Gas Production
TALS,Talaris Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
TARA,Protara Therapeutics Inc.  Common Stock,United States,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
TASK,TaskUs Inc. Class A Common Stock,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
TAST,Carrols Restaurant Group Inc. Common Stock,United States,2006,Consumer Discretionary,Restaurants
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,2017,Telecommunications,Telecommunications Equipment
TBBK,The Bancorp Inc Common Stock,United States,2004,Finance,Major Banks
TBC,AT&T Inc. 5.625% Global Notes due 2067,United States,2018,Telecommunications,Telecommunications Equipment
TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,United States,2021,Finance,Blank Checks
